Year_Month,Year,Month,Month_Name,Cohort_ID,City_Tier,Monthly_Income_INR,Essential_Groceries_INR,Essential_Rent_INR,Essential_Utilities_INR,Essential_Healthcare_INR,Essential_Education_INR,Discretionary_Dining_INR,Discretionary_Shopping_INR,Discretionary_Entertainment_INR,Festive_Seasonal_Expense_INR,Total_Monthly_Expenses_INR,Monthly_Savings_INR,Inflation_CPI_Pct,Festival_Season_Flag
2024-02,2024,2,Feb,COHORT_024,Tier 3,89000,13100,16000,4400,2600,3600,5300,3200,2300,0,50500,38500,4.46,0
2024-03,2024,3,Mar,COHORT_024,Tier 3,89000,12900,16000,4400,3000,3600,4900,6300,3200,14592,68892,20108,4.89,1
2024-04,2024,4,Apr,COHORT_024,Tier 3,89000,13900,16000,4400,2300,3600,4300,2700,2400,0,49600,39400,4.87,0
2024-05,2024,5,May,COHORT_024,Tier 3,89000,14200,16000,6200,2800,3600,4100,5000,2100,0,54000,35000,4.79,0
2024-06,2024,6,Jun,COHORT_024,Tier 3,89000,15900,16000,6200,1900,8900,3600,3900,2600,0,59000,30000,4.67,0
2024-07,2024,7,Jul,COHORT_024,Tier 3,89000,12600,16000,6200,2400,8900,5800,2700,2900,0,57500,31500,5.09,0
2024-08,2024,8,Aug,COHORT_024,Tier 3,89000,12600,16000,4400,2700,3600,4600,3600,2100,0,49600,39400,4.53,0
2024-09,2024,9,Sep,COHORT_024,Tier 3,89000,13500,16000,4400,3300,3600,5300,3100,3400,0,52600,36400,4.77,0
2024-10,2024,10,Oct,COHORT_024,Tier 3,89000,15400,16000,4400,2200,3600,7400,7900,2300,22038,81238,7762,4.44,1
2024-11,2024,11,Nov,COHORT_024,Tier 3,89000,12700,16000,4400,2500,3600,5900,5400,2800,13423,66723,22277,4.98,1
2024-12,2024,12,Dec,COHORT_024,Tier 3,89000,15500,16000,4400,2700,3600,5900,4500,3000,0,55600,33400,5.11,0
2025-01,2025,1,Jan,COHORT_024,Tier 3,95000,14500,17000,4800,2000,3800,5400,3300,3100,0,53900,41100,4.32,0
2025-02,2025,2,Feb,COHORT_024,Tier 3,95000,14700,17000,4800,2300,3800,3900,4500,3300,0,54300,40700,4.84,0
2025-03,2025,3,Mar,COHORT_024,Tier 3,95000,13400,17000,4800,2800,3800,6800,6600,2300,15833,73333,21667,4.19,1
2025-04,2025,4,Apr,COHORT_024,Tier 3,95000,16000,17000,4800,3700,3800,5100,4300,2700,0,57400,37600,4.11,0
2025-05,2025,5,May,COHORT_024,Tier 3,95000,16100,17000,6700,2200,3800,5400,4300,2300,0,57800,37200,4.55,0
2025-06,2025,6,Jun,COHORT_024,Tier 3,95000,14000,17000,6700,2400,9500,3800,3600,2700,0,59700,35300,4.6,0
2025-07,2025,7,Jul,COHORT_024,Tier 3,95000,13800,17000,6700,2600,9500,4100,4200,2400,0,60300,34700,4.78,0
2025-08,2025,8,Aug,COHORT_024,Tier 3,95000,13400,17000,4800,3100,3800,6600,5400,3400,0,57500,37500,4.78,0
2025-09,2025,9,Sep,COHORT_024,Tier 3,95000,15300,17000,4800,2600,3800,4300,4100,3300,0,55200,39800,4.64,0
2025-10,2025,10,Oct,COHORT_024,Tier 3,95000,15600,17000,4800,2700,3800,5700,5000,1900,18393,74893,20107,4.87,1
2025-11,2025,11,Nov,COHORT_024,Tier 3,95000,15300,17000,4800,3700,3800,8700,6200,2000,15193,76693,18307,4.42,1
2025-12,2025,12,Dec,COHORT_024,Tier 3,95000,17000,17000,4800,2500,3800,6300,3700,2000,0,57100,37900,4.53,0
2021-01,2021,1,Jan,COHORT_025,Tier 3,71000,12400,13000,3600,1700,2800,3900,2300,2600,0,42300,28700,4.86,0
2021-02,2021,2,Feb,COHORT_025,Tier 3,71000,10800,13000,3600,1600,2800,4500,3200,1800,0,41300,29700,4.81,0
2021-03,2021,3,Mar,COHORT_025,Tier 3,71000,12100,13000,3600,1400,2800,5200,3600,1500,15733,58933,12067,5.1,1
2021-04,2021,4,Apr,COHORT_025,Tier 3,71000,12400,13000,3600,1900,2800,3100,2300,2500,0,41600,29400,4.88,0
2021-05,2021,5,May,COHORT_025,Tier 3,71000,12700,13000,5000,2700,2800,4900,4000,2100,0,47200,23800,5.38,0
2021-06,2021,6,Jun,COHORT_025,Tier 3,71000,10300,13000,5000,1900,7100,4600,3200,1900,0,47000,24000,4.93,0
2021-07,2021,7,Jul,COHORT_025,Tier 3,71000,10800,13000,5000,1700,7100,3200,3500,2300,0,46600,24400,5.47,0
2021-08,2021,8,Aug,COHORT_025,Tier 3,71000,12200,13000,3600,1900,2800,3300,3900,1700,0,42400,28600,4.72,0
2021-09,2021,9,Sep,COHORT_025,Tier 3,71000,12500,13000,3600,2400,2800,3400,2500,2200,0,42400,28600,4.72,0
2021-10,2021,10,Oct,COHORT_025,Tier 3,71000,12500,13000,3600,2300,2800,5100,4000,1600,12996,57896,13104,4.81,1
2021-11,2021,11,Nov,COHORT_025,Tier 3,71000,12100,13000,3600,1700,2800,6700,3600,1700,15649,60849,10151,4.89,1
2021-12,2021,12,Dec,COHORT_025,Tier 3,71000,12100,13000,3600,2700,2800,2900,2600,2300,0,42000,29000,5.22,0
2022-01,2022,1,Jan,COHORT_025,Tier 3,77000,11200,14000,3800,2300,3100,4300,4000,2800,0,45500,31500,6.84,0
2022-02,2022,2,Feb,COHORT_025,Tier 3,77000,13800,14000,3800,2700,3100,3200,3800,1800,0,46200,30800,6.64,0
2022-03,2022,3,Mar,COHORT_025,Tier 3,77000,13100,14000,3800,1600,3100,6000,3600,2900,17343,65443,11557,6.61,1
2022-04,2022,4,Apr,COHORT_025,Tier 3,77000,12600,14000,3800,2600,3100,4200,3900,2300,0,46500,30500,6.45,0
2022-05,2022,5,May,COHORT_025,Tier 3,77000,11200,14000,5400,2400,3100,3500,3800,2300,0,45700,31300,7.04,0
2022-06,2022,6,Jun,COHORT_025,Tier 3,77000,13000,14000,5400,1800,7700,4100,3100,3100,0,52200,24800,6.98,0
2022-07,2022,7,Jul,COHORT_025,Tier 3,77000,12200,14000,5400,2900,7700,4300,3800,1600,0,51900,25100,6.88,0
2022-08,2022,8,Aug,COHORT_025,Tier 3,77000,12900,14000,3800,1900,3100,4500,3300,2700,0,46200,30800,7.06,0
2022-09,2022,9,Sep,COHORT_025,Tier 3,77000,11400,14000,3800,1900,3100,5200,4100,2500,0,46000,31000,6.65,0
2022-10,2022,10,Oct,COHORT_025,Tier 3,77000,13500,14000,3800,2400,3100,4900,3700,2900,10281,58581,18419,6.68,1
2022-11,2022,11,Nov,COHORT_025,Tier 3,77000,11800,14000,3800,2600,3100,7100,6100,2500,14203,65203,11797,6.31,1
2022-12,2022,12,Dec,COHORT_025,Tier 3,77000,10900,14000,3800,3000,3100,5200,2700,1800,0,44500,32500,6.98,0
2023-01,2023,1,Jan,COHORT_025,Tier 3,83000,14200,15000,4200,2600,3300,4000,2700,2300,0,48300,34700,5.48,0
2023-02,2023,2,Feb,COHORT_025,Tier 3,83000,13200,15000,4200,2700,3300,3900,3900,2000,0,48200,34800,5.58,0
2023-03,2023,3,Mar,COHORT_025,Tier 3,83000,13800,15000,4200,3200,3300,6000,5900,2700,16239,70339,12661,5.64,1
2023-04,2023,4,Apr,COHORT_025,Tier 3,83000,13100,15000,4200,2200,3300,3500,3800,2700,0,47800,35200,5.12,0
2023-05,2023,5,May,COHORT_025,Tier 3,83000,13800,15000,5800,1800,3300,3400,2600,1800,0,47500,35500,5.28,0
2023-06,2023,6,Jun,COHORT_025,Tier 3,83000,12800,15000,5800,1700,8300,5200,4400,2100,0,55300,27700,5.39,0
2023-07,2023,7,Jul,COHORT_025,Tier 3,83000,11700,15000,5800,2000,8300,4700,4200,2500,0,54200,28800,5.39,0
2023-08,2023,8,Aug,COHORT_025,Tier 3,83000,12500,15000,4200,2100,3300,5500,2500,3000,0,48100,34900,5.38,0
2023-09,2023,9,Sep,COHORT_025,Tier 3,83000,12200,15000,4200,1900,3300,4200,3100,2500,0,46400,36600,5.32,0
2023-10,2023,10,Oct,COHORT_025,Tier 3,83000,12300,15000,4200,2800,3300,7800,5200,3200,18565,72365,10635,5.04,1
2023-11,2023,11,Nov,COHORT_025,Tier 3,83000,14400,15000,4200,1900,3300,8400,6800,2700,11278,67978,15022,5.43,1
2023-12,2023,12,Dec,COHORT_025,Tier 3,83000,12800,15000,4200,2500,3300,4200,4900,2700,0,49600,33400,5.75,0
2024-01,2024,1,Jan,COHORT_025,Tier 3,88000,13900,16000,4400,2400,3500,5100,5100,2100,0,52500,35500,4.61,0
2024-02,2024,2,Feb,COHORT_025,Tier 3,88000,14700,16000,4400,2600,3500,4000,3300,3000,0,51500,36500,4.87,0
2024-03,2024,3,Mar,COHORT_025,Tier 3,88000,14400,16000,4400,3400,3500,4900,4000,2400,19339,72339,15661,5.02,1
2024-04,2024,4,Apr,COHORT_025,Tier 3,88000,13800,16000,4400,3300,3500,4300,3400,2100,0,50800,37200,4.6,0
2024-05,2024,5,May,COHORT_025,Tier 3,88000,15500,16000,6200,3300,3500,6200,3500,3300,0,57500,30500,5.13,0
2024-06,2024,6,Jun,COHORT_025,Tier 3,88000,14500,16000,6200,1800,8800,5100,4300,2600,0,59300,28700,5.1,0
2024-07,2024,7,Jul,COHORT_025,Tier 3,88000,14300,16000,6200,3500,8800,4400,4600,2500,0,60300,27700,4.83,0
2024-08,2024,8,Aug,COHORT_025,Tier 3,88000,12400,16000,4400,2600,3500,4300,4500,3100,0,50800,37200,4.77,0
2024-09,2024,9,Sep,COHORT_025,Tier 3,88000,12800,16000,4400,2600,3500,4700,2700,3500,0,50200,37800,4.66,0
2024-10,2024,10,Oct,COHORT_025,Tier 3,88000,12500,16000,4400,2500,3500,7200,4500,1900,20699,73199,14801,4.94,1
2024-11,2024,11,Nov,COHORT_025,Tier 3,88000,15100,16000,4400,1800,3500,5300,5700,2400,16136,70336,17664,4.74,1
2024-12,2024,12,Dec,COHORT_025,Tier 3,88000,13700,16000,4400,2600,3500,4900,4500,2300,0,51900,36100,5.01,0
2025-01,2025,1,Jan,COHORT_025,Tier 3,94000,15800,17000,4700,2800,3800,6200,5200,2600,0,58100,35900,4.23,0
2025-02,2025,2,Feb,COHORT_025,Tier 3,94000,14700,17000,4700,3200,3800,4800,4700,2700,0,55600,38400,4.82,0
2025-03,2025,3,Mar,COHORT_025,Tier 3,94000,14800,17000,4700,2200,3800,7700,6200,3700,23315,83415,10585,4.49,1
2025-04,2025,4,Apr,COHORT_025,Tier 3,94000,16100,17000,4700,2800,3800,5800,5600,2400,0,58200,35800,4.3,0
2025-05,2025,5,May,COHORT_025,Tier 3,94000,14500,17000,6600,3400,3800,4900,5500,3100,0,58800,35200,4.23,0
2025-06,2025,6,Jun,COHORT_025,Tier 3,94000,16300,17000,6600,3300,9400,5500,4700,2100,0,64900,29100,4.38,0
2025-07,2025,7,Jul,COHORT_025,Tier 3,94000,14600,17000,6600,2500,9400,6000,5500,3000,0,64600,29400,4.21,0
2025-08,2025,8,Aug,COHORT_025,Tier 3,94000,15700,17000,4700,2100,3800,4300,3200,3200,0,54000,40000,4.11,0
2025-09,2025,9,Sep,COHORT_025,Tier 3,94000,15800,17000,4700,2700,3800,5100,4500,3600,0,57200,36800,4.54,0
2025-10,2025,10,Oct,COHORT_025,Tier 3,94000,15400,17000,4700,3400,3800,5900,6900,2800,16002,75902,18098,4.63,1
2025-11,2025,11,Nov,COHORT_025,Tier 3,94000,13700,17000,4700,3600,3800,6500,7100,2100,22446,80946,13054,4.28,1
2025-12,2025,12,Dec,COHORT_025,Tier 3,94000,16000,17000,4700,1900,3800,5700,4500,2900,0,56500,37500,4.78,0
2021-01,2021,1,Jan,COHORT_026,Tier 1,101000,17400,28500,5000,2400,4000,6600,3200,3600,0,70700,30300,4.72,0
2021-02,2021,2,Feb,COHORT_026,Tier 1,101000,16100,28500,5000,3000,4000,6700,4700,2400,0,70400,30600,4.89,0
2021-03,2021,3,Mar,COHORT_026,Tier 1,101000,17900,28500,5000,3300,4000,6000,7200,2900,13638,88438,12562,4.97,1
2021-04,2021,4,Apr,COHORT_026,Tier 1,101000,17100,28500,5000,3200,4000,6100,4500,2400,0,70800,30200,5.4,0
2021-05,2021,5,May,COHORT_026,Tier 1,101000,14200,28500,7100,3100,4000,4300,3200,3700,0,68100,32900,4.77,0
2021-06,2021,6,Jun,COHORT_026,Tier 1,101000,15200,28500,7100,3400,10100,5500,5200,3000,0,78000,23000,5.0,0
2021-07,2021,7,Jul,COHORT_026,Tier 1,101000,17300,28500,7100,3300,10100,5200,6100,2600,0,80200,20800,4.86,0
2021-08,2021,8,Aug,COHORT_026,Tier 1,101000,16200,28500,5000,2900,4000,4700,3200,2900,0,67400,33600,5.2,0
2021-09,2021,9,Sep,COHORT_026,Tier 1,101000,15400,28500,5000,2800,4000,7000,3300,3000,0,69000,32000,5.07,0
2021-10,2021,10,Oct,COHORT_026,Tier 1,101000,16700,28500,5000,2500,4000,8700,5700,2600,16174,89874,11126,4.83,1
2021-11,2021,11,Nov,COHORT_026,Tier 1,101000,17300,28500,5000,2800,4000,9800,7100,3100,14423,92023,8977,5.3,1
2021-12,2021,12,Dec,COHORT_026,Tier 1,101000,14400,28500,5000,3300,4000,6100,4000,3800,0,69100,31900,4.76,0
2022-01,2022,1,Jan,COHORT_026,Tier 1,109000,15300,30500,5400,3500,4400,5800,6000,2900,0,73800,35200,7.05,0
2022-02,2022,2,Feb,COHORT_026,Tier 1,109000,17000,30500,5400,4100,4400,4500,4200,3000,0,73100,35900,6.74,0
2022-03,2022,3,Mar,COHORT_026,Tier 1,109000,15400,30500,5400,4300,4400,9100,7000,3300,27027,106427,2573,6.67,1
2022-04,2022,4,Apr,COHORT_026,Tier 1,109000,16100,30500,5400,2400,4400,7600,3700,2600,0,72700,36300,6.64,0
2022-05,2022,5,May,COHORT_026,Tier 1,109000,15400,30500,7600,2200,4400,5000,3600,2600,0,71300,37700,6.9,0
2022-06,2022,6,Jun,COHORT_026,Tier 1,109000,18200,30500,7600,2500,10900,6900,6500,2200,0,85300,23700,6.95,0
2022-07,2022,7,Jul,COHORT_026,Tier 1,109000,16700,30500,7600,4100,10900,6000,4600,3900,0,84300,24700,7.06,0
2022-08,2022,8,Aug,COHORT_026,Tier 1,109000,18800,30500,5400,2400,4400,7500,3700,3400,0,76100,32900,6.95,0
2022-09,2022,9,Sep,COHORT_026,Tier 1,109000,18800,30500,5400,2800,4400,5800,4500,2200,0,74400,34600,6.59,0
2022-10,2022,10,Oct,COHORT_026,Tier 1,109000,17800,30500,5400,2700,4400,9800,5200,3400,21175,100375,8625,6.68,1
2022-11,2022,11,Nov,COHORT_026,Tier 1,109000,18300,30500,5400,4100,4400,8200,7500,2700,17717,98817,10183,6.4,1
2022-12,2022,12,Dec,COHORT_026,Tier 1,109000,16400,30500,5400,3500,4400,4600,6200,3400,0,74400,34600,6.49,0
2023-01,2023,1,Jan,COHORT_026,Tier 1,117000,18900,33000,5800,3700,4700,5300,5300,3800,0,80500,36500,5.45,0
2023-02,2023,2,Feb,COHORT_026,Tier 1,117000,18100,33000,5800,3500,4700,7200,5500,4400,0,82200,34800,5.36,0
2023-03,2023,3,Mar,COHORT_026,Tier 1,117000,17300,33000,5800,4000,4700,8700,6800,3200,21959,105459,11541,5.03,1
2023-04,2023,4,Apr,COHORT_026,Tier 1,117000,20800,33000,5800,3100,4700,7100,5800,3300,0,83600,33400,5.28,0
2023-05,2023,5,May,COHORT_026,Tier 1,117000,16900,33000,8200,3200,4700,7800,7000,3800,0,84600,32400,5.24,0
2023-06,2023,6,Jun,COHORT_026,Tier 1,117000,18600,33000,8200,4700,11700,6000,4500,4400,0,91100,25900,5.7,0
2023-07,2023,7,Jul,COHORT_026,Tier 1,117000,16500,33000,8200,2500,11700,7900,5800,3500,0,89100,27900,5.64,0
2023-08,2023,8,Aug,COHORT_026,Tier 1,117000,17000,33000,5800,4100,4700,6000,4600,4100,0,79300,37700,5.13,0
2023-09,2023,9,Sep,COHORT_026,Tier 1,117000,20200,33000,5800,2500,4700,6600,4600,4300,0,81700,35300,5.26,0
2023-10,2023,10,Oct,COHORT_026,Tier 1,117000,18600,33000,5800,3600,4700,7100,8100,3200,19765,103865,13135,5.14,1
2023-11,2023,11,Nov,COHORT_026,Tier 1,117000,20900,33000,5800,2900,4700,11900,10100,2800,20070,112170,4830,5.66,1
2023-12,2023,12,Dec,COHORT_026,Tier 1,117000,18400,33000,5800,4000,4700,4800,4000,4700,0,79400,37600,5.74,0
2024-01,2024,1,Jan,COHORT_026,Tier 1,125000,17900,35000,6200,4200,5000,7700,6100,4700,0,86800,38200,5.18,0
2024-02,2024,2,Feb,COHORT_026,Tier 1,125000,18000,35000,6200,4900,5000,7000,7300,4000,0,87400,37600,4.66,0
2024-03,2024,3,Mar,COHORT_026,Tier 1,125000,19700,35000,6200,2700,5000,7700,7100,3100,17936,104436,20564,4.51,1
2024-04,2024,4,Apr,COHORT_026,Tier 1,125000,18500,35000,6200,3700,5000,8500,5200,3400,0,85500,39500,4.6,0
2024-05,2024,5,May,COHORT_026,Tier 1,125000,22300,35000,8800,2600,5000,7800,7500,3700,0,92700,32300,4.5,0
2024-06,2024,6,Jun,COHORT_026,Tier 1,125000,17900,35000,8800,2900,12500,8200,4300,3700,0,93300,31700,4.54,0
2024-07,2024,7,Jul,COHORT_026,Tier 1,125000,19500,35000,8800,4900,12500,6800,6300,4100,0,97900,27100,4.89,0
2024-08,2024,8,Aug,COHORT_026,Tier 1,125000,21800,35000,6200,5000,5000,7100,6200,3100,0,89400,35600,5.19,0
2024-09,2024,9,Sep,COHORT_026,Tier 1,125000,22000,35000,6200,2500,5000,7700,5800,3100,0,87300,37700,4.63,0
2024-10,2024,10,Oct,COHORT_026,Tier 1,125000,20400,35000,6200,3100,5000,8300,10000,4700,17260,109960,15040,4.52,1
2024-11,2024,11,Nov,COHORT_026,Tier 1,125000,21100,35000,6200,5000,5000,11700,11100,4900,28316,128316,0,4.87,1
2024-12,2024,12,Dec,COHORT_026,Tier 1,125000,21800,35000,6200,3600,5000,5500,5200,3000,0,85300,39700,4.8,0
2025-01,2025,1,Jan,COHORT_026,Tier 1,134000,22100,37500,6700,2900,5400,6000,7500,2800,0,90900,43100,4.25,0
2025-02,2025,2,Feb,COHORT_026,Tier 1,134000,20000,37500,6700,3900,5400,7900,7300,4500,0,93200,40800,4.79,0
2025-03,2025,3,Mar,COHORT_026,Tier 1,134000,18900,37500,6700,4800,5400,11200,8600,3200,21059,117359,16641,4.47,1
2025-04,2025,4,Apr,COHORT_026,Tier 1,134000,20100,37500,6700,5000,5400,6900,4700,4300,0,90600,43400,4.26,0
2025-05,2025,5,May,COHORT_026,Tier 1,134000,19200,37500,9400,4300,5400,6700,6600,4500,0,93600,40400,4.82,0
2025-06,2025,6,Jun,COHORT_026,Tier 1,134000,23700,37500,9400,3600,13400,5700,7200,5000,0,105500,28500,4.23,0
2025-07,2025,7,Jul,COHORT_026,Tier 1,134000,22900,37500,9400,4500,13400,7600,5800,3600,0,104700,29300,4.87,0
2025-08,2025,8,Aug,COHORT_026,Tier 1,134000,22900,37500,6700,3700,5400,8200,4900,3000,0,92300,41700,4.65,0
2025-09,2025,9,Sep,COHORT_026,Tier 1,134000,19900,37500,6700,4900,5400,8200,7900,4200,0,94700,39300,4.81,0
2025-10,2025,10,Oct,COHORT_026,Tier 1,134000,19300,37500,6700,3500,5400,10400,7800,3300,16254,110154,23846,4.17,1
2025-11,2025,11,Nov,COHORT_026,Tier 1,134000,22400,37500,6700,3300,5400,11500,8100,3300,33030,131230,2770,4.25,1
2025-12,2025,12,Dec,COHORT_026,Tier 1,134000,19500,37500,6700,4500,5400,6800,7300,2700,0,90400,43600,4.24,0
2021-01,2021,1,Jan,COHORT_027,Tier 3,43000,6900,7500,2200,1400,1700,2400,1600,1200,0,24900,18100,4.97,0
2021-02,2021,2,Feb,COHORT_027,Tier 3,43000,7500,7500,2200,900,1700,2800,2200,1500,0,26300,16700,5.01,0
2021-03,2021,3,Mar,COHORT_027,Tier 3,43000,7600,7500,2200,1700,1700,3000,1700,1600,6294,33294,9706,5.03,1
2021-04,2021,4,Apr,COHORT_027,Tier 3,43000,7300,7500,2200,1200,1700,2800,1800,1200,0,25700,17300,4.82,0
2021-05,2021,5,May,COHORT_027,Tier 3,43000,7200,7500,3000,1300,1700,2100,1500,1200,0,25500,17500,4.84,0
2021-06,2021,6,Jun,COHORT_027,Tier 3,43000,6500,7500,3000,900,4300,2300,2000,1500,0,28000,15000,5.1,0
2021-07,2021,7,Jul,COHORT_027,Tier 3,43000,6800,7500,3000,1600,4300,2900,2100,1300,0,29500,13500,5.01,0
2021-08,2021,8,Aug,COHORT_027,Tier 3,43000,7000,7500,2200,1300,1700,1800,1900,1600,0,25000,18000,4.94,0
2021-09,2021,9,Sep,COHORT_027,Tier 3,43000,7700,7500,2200,900,1700,2900,1300,1500,0,25700,17300,5.19,0
2021-10,2021,10,Oct,COHORT_027,Tier 3,43000,7500,7500,2200,1000,1700,4400,3100,1000,10065,38465,4535,5.33,1
2021-11,2021,11,Nov,COHORT_027,Tier 3,43000,7300,7500,2200,1400,1700,4100,3400,1100,9155,37855,5145,4.81,1
2021-12,2021,12,Dec,COHORT_027,Tier 3,43000,7100,7500,2200,900,1700,2200,1900,1700,0,25200,17800,4.88,0
2022-01,2022,1,Jan,COHORT_027,Tier 3,47000,7300,8500,2400,1700,1900,2400,1900,1300,0,27400,19600,7.0,0
2022-02,2022,2,Feb,COHORT_027,Tier 3,47000,7700,8500,2400,1800,1900,2900,2400,1800,0,29400,17600,6.6,0
2022-03,2022,3,Mar,COHORT_027,Tier 3,47000,7800,8500,2400,1800,1900,3600,2400,900,5741,35041,11959,6.51,1
2022-04,2022,4,Apr,COHORT_027,Tier 3,47000,7400,8500,2400,1500,1900,1900,2400,1000,0,27000,20000,7.05,0
2022-05,2022,5,May,COHORT_027,Tier 3,47000,6800,8500,3300,1500,1900,2800,1400,1500,0,27700,19300,6.94,0
2022-06,2022,6,Jun,COHORT_027,Tier 3,47000,8000,8500,3300,1100,4700,2300,2000,1400,0,31300,15700,6.63,0
2022-07,2022,7,Jul,COHORT_027,Tier 3,47000,7400,8500,3300,1700,4700,3100,1900,1200,0,31800,15200,6.91,0
2022-08,2022,8,Aug,COHORT_027,Tier 3,47000,8000,8500,2400,1800,1900,3100,1500,1700,0,28900,18100,6.88,0
2022-09,2022,9,Sep,COHORT_027,Tier 3,47000,7000,8500,2400,1400,1900,2100,2500,1900,0,27700,19300,6.42,0
2022-10,2022,10,Oct,COHORT_027,Tier 3,47000,7200,8500,2400,1500,1900,4100,3300,1200,11081,41181,5819,6.69,1
2022-11,2022,11,Nov,COHORT_027,Tier 3,47000,7200,8500,2400,1900,1900,3000,3200,1300,10673,40073,6927,6.6,1
2022-12,2022,12,Dec,COHORT_027,Tier 3,47000,8300,8500,2400,1000,1900,2400,2500,1100,0,28100,18900,6.75,0
2023-01,2023,1,Jan,COHORT_027,Tier 3,50000,8100,9000,2500,1600,2000,2400,2300,1600,0,29500,20500,5.45,0
2023-02,2023,2,Feb,COHORT_027,Tier 3,50000,8900,9000,2500,1300,2000,3000,2900,1100,0,30700,19300,5.61,0
2023-03,2023,3,Mar,COHORT_027,Tier 3,50000,8400,9000,2500,1400,2000,3300,2000,1900,6068,36568,13432,5.55,1
2023-04,2023,4,Apr,COHORT_027,Tier 3,50000,7300,9000,2500,1200,2000,2500,3000,1900,0,29400,20600,5.03,0
2023-05,2023,5,May,COHORT_027,Tier 3,50000,8900,9000,3500,1300,2000,2100,2500,1800,0,31100,18900,5.46,0
2023-06,2023,6,Jun,COHORT_027,Tier 3,50000,8400,9000,3500,1500,5000,2000,1700,1400,0,32500,17500,5.56,0
2023-07,2023,7,Jul,COHORT_027,Tier 3,50000,7100,9000,3500,1500,5000,2300,2000,1300,0,31700,18300,5.4,0
2023-08,2023,8,Aug,COHORT_027,Tier 3,50000,7000,9000,2500,1600,2000,2700,2500,1700,0,29000,21000,5.52,0
2023-09,2023,9,Sep,COHORT_027,Tier 3,50000,8500,9000,2500,1100,2000,2100,1700,1200,0,28100,21900,5.1,0
2023-10,2023,10,Oct,COHORT_027,Tier 3,50000,8900,9000,2500,1500,2000,4600,3500,1500,10667,44167,5833,5.07,1
2023-11,2023,11,Nov,COHORT_027,Tier 3,50000,8300,9000,2500,1400,2000,5100,3600,1500,10915,44315,5685,5.11,1
2023-12,2023,12,Dec,COHORT_027,Tier 3,50000,8800,9000,2500,1900,2000,3300,2900,1500,0,31900,18100,5.65,0
2024-01,2024,1,Jan,COHORT_027,Tier 3,54000,8200,9500,2700,2100,2200,2800,1800,1700,0,31000,23000,5.01,0
2024-02,2024,2,Feb,COHORT_027,Tier 3,54000,8200,9500,2700,1700,2200,2800,2800,2000,0,31900,22100,4.94,0
2024-03,2024,3,Mar,COHORT_027,Tier 3,54000,9300,9500,2700,1600,2200,2600,3100,1400,11402,43802,10198,4.92,1
2024-04,2024,4,Apr,COHORT_027,Tier 3,54000,7700,9500,2700,2100,2200,2800,1800,1400,0,30200,23800,4.46,0
2024-05,2024,5,May,COHORT_027,Tier 3,54000,9000,9500,3800,2000,2200,3600,3000,1300,0,34400,19600,5.13,0
2024-06,2024,6,Jun,COHORT_027,Tier 3,54000,8100,9500,3800,1200,5400,3300,1800,1500,0,34600,19400,4.78,0
2024-07,2024,7,Jul,COHORT_027,Tier 3,54000,7600,9500,3800,2000,5400,2300,2200,2000,0,34800,19200,4.41,0
2024-08,2024,8,Aug,COHORT_027,Tier 3,54000,7700,9500,2700,1600,2200,2900,2400,1500,0,30500,23500,4.95,0
2024-09,2024,9,Sep,COHORT_027,Tier 3,54000,8300,9500,2700,1500,2200,3700,3200,2000,0,33100,20900,4.45,0
2024-10,2024,10,Oct,COHORT_027,Tier 3,54000,9400,9500,2700,1400,2200,5700,2600,1700,12946,48146,5854,5.18,1
2024-11,2024,11,Nov,COHORT_027,Tier 3,54000,8200,9500,2700,1400,2200,3500,4400,1600,7683,41183,12817,4.79,1
2024-12,2024,12,Dec,COHORT_027,Tier 3,54000,9700,9500,2700,1800,2200,3400,3100,1800,0,34200,19800,4.46,0
2025-01,2025,1,Jan,COHORT_027,Tier 3,57000,9900,10500,2800,2200,2300,3000,3000,2100,0,35800,21200,4.58,0
2025-02,2025,2,Feb,COHORT_027,Tier 3,57000,8400,10500,2800,1400,2300,3600,3100,1500,0,33600,23400,4.58,0
2025-03,2025,3,Mar,COHORT_027,Tier 3,57000,9100,10500,2800,1900,2300,3500,2300,2200,8462,43062,13938,4.83,1
2025-04,2025,4,Apr,COHORT_027,Tier 3,57000,8800,10500,2800,1800,2300,2600,2100,2000,0,32900,24100,4.25,0
2025-05,2025,5,May,COHORT_027,Tier 3,57000,10200,10500,4000,1800,2300,2400,2500,1600,0,35300,21700,4.3,0
2025-06,2025,6,Jun,COHORT_027,Tier 3,57000,9700,10500,4000,2000,5700,3000,3200,1800,0,39900,17100,4.7,0
2025-07,2025,7,Jul,COHORT_027,Tier 3,57000,9700,10500,4000,1900,5700,2600,2800,1700,0,38900,18100,4.52,0
2025-08,2025,8,Aug,COHORT_027,Tier 3,57000,9100,10500,2800,1500,2300,3400,2500,2100,0,34200,22800,4.16,0
2025-09,2025,9,Sep,COHORT_027,Tier 3,57000,8200,10500,2800,2000,2300,3000,2400,1900,0,33100,23900,4.86,0
2025-10,2025,10,Oct,COHORT_027,Tier 3,57000,8200,10500,2800,1900,2300,5500,3700,1800,12924,49624,7376,4.57,1
2025-11,2025,11,Nov,COHORT_027,Tier 3,57000,10100,10500,2800,1700,2300,5900,4600,1300,9467,48667,8333,4.63,1
